Substructure,Molecules containing fragment,Number of Molecules_with_Fragment,Mean score cluster,Steps,Number of Molecules_with_Fragment List,step min,step count
O=C1c2ccccc2C(=O)N1N=CC=Cc1ccccc1,{'O=C1c2ccccc2C(=O)N1N=CC=Cc1ccccc1'},1,0.0,[120],[2],120,1
O=C1Oc2ccccc2C1=Cc1cccc([N+](=O)[O-])c1Cl,{'O=C1Oc2ccccc2C1=Cc1cccc([N+](=O)[O-])c1Cl'},1,0.2143192,[140],[2],140,1
F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C(Br)=CC(Br)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C(Br)=CC(Br)=[N+]21'},1,0.5937228,[280],[2],280,1
N#CC1=[S+]C(=C2c3ccccc3-c3ccccc32)C=C1[O-],{'N#CC1=[S+]C(=C2c3ccccc3-c3ccccc32)C=C1[O-]'},1,0.405344,[330],[2],330,1
O=C(C=Cc1cccc(Br)c1)c1cnc2ccccc2c1,{'O=C(C=Cc1cccc(Br)c1)c1cnc2ccccc2c1'},1,0.0,[20],[2],20,1
Nc1ccccc1NC1=C(Cl)C(=O)c2ccccc2C1=O,"{'O=C1C(Cl)=C(Nc2ccccc2Cl)C(=O)c2ccccc21', 'Nc1ccccc1NC1=C(Cl)C(=O)c2ccccc2C1=O'}",2,0.41279315,"[330, 90]","[2, 2]",90,2
Nc1ccc2ccccc2c1N=Cc1cc(F)ccc1F,{'Nc1ccc2ccccc2c1N=Cc1cc(F)ccc1F'},1,0.2492211,[400],[2],400,1
N#Cc1nc2ccc(Cl)cn2c1-c1n[nH]c2ccccc12,{'N#Cc1nc2ccc(Cl)cn2c1-c1n[nH]c2ccccc12'},1,0.0804672,[80],[2],80,1
N#Cc1ccc(S(=O)(=O)c2ccc(C#N)c(C#N)c2)cc1,{'N#Cc1ccc(S(=O)(=O)c2ccc(C#N)c(C#N)c2)cc1'},1,0.0115343,[80],[2],80,1
N#CCCC(=NNc1ccc([N+](=O)[O-])cc1)c1ccco1,{'N#CCCC(=NNc1ccc([N+](=O)[O-])cc1)c1ccco1'},1,0.0,[20],[2],20,1
Fc1ccc2c(ccc3c(-c4ccccc4)cccc32)c1,{'Fc1ccc2c(ccc3c(-c4ccccc4)cccc32)c1'},1,0.0363203,[170],[2],170,1
O=C1OC(c2ccccc2)=NC1=C(Cl)c1ccc(Cl)cc1,{'O=C1OC(c2ccccc2)=NC1=C(Cl)c1ccc(Cl)cc1'},1,0.5080432,[210],[2],210,1
F[B-]1(F)n2cccc2C=C(c2ccccc2)c2cccn21,{'F[B-]1(F)n2cccc2C=C(c2ccccc2)c2cccn21'},1,0.3890388,[240],[2],240,1
F[B-]1(F)n2cccc2C(c2ccncc2)=C2C=CC(Cl)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccncc2)=C2C=CC(Cl)=[N+]21'},1,0.0,[270],[2],270,1
F[B-]1(F)n2cccc2C(c2ccncc2)=C2C(Cl)=CC=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccncc2)=C2C(Cl)=CC=[N+]21'},1,0.0,[300],[2],300,1
F[B-]1(F)n2cccc2C(c2cccs2)=C2C(Cl)=CC(Cl)=[N+]21,{'F[B-]1(F)n2cccc2C(c2cccs2)=C2C(Cl)=CC(Cl)=[N+]21'},1,0.5899053,[310],[2],310,1
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(Br)=[N+]21,"{'F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(Br)=[N+]21', 'F[B-]1(F)n2cccc2C(c2ccc(-c3ccccc3)cc2)=C2C=CC(Br)=[N+]21'}",2,0.0,"[300, 280]","[2, 2]",280,2
F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=C(Br)C(Cl)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc[nH]2)=C2C=C(Br)C(Cl)=[N+]21'},1,0.5890694,[250],[2],250,1
O=C(N=[N+]([O-])OCc1ccc(Br)cc1)c1ccccc1Cl,{'O=C(N=[N+]([O-])OCc1ccc(Br)cc1)c1ccccc1Cl'},1,0.0145119,[100],[2],100,1
O=C(NC(=S)NCCc1ccc(Cl)cc1)c1ccccc1,{'O=C(NC(=S)NCCc1ccc(Cl)cc1)c1ccccc1'},1,0.0,[40],[2],40,1
O=C(NCC(=O)c1ccc(Cl)cc1Cl)Oc1ccccc1,{'O=C(NCC(=O)c1ccc(Cl)cc1Cl)Oc1ccccc1'},1,0.0,[110],[2],110,1
O=C(Nc1cc2ccccc2c2ccccc12)C(F)(F)F,{'O=C(Nc1cc2ccccc2c2ccccc12)C(F)(F)F'},1,0.0,[110],[2],110,1
O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1c(Cl)cccc1Cl,{'O=C(Nc1ccc([N+](=O)[O-])c(Cl)c1)c1c(Cl)cccc1Cl'},1,0.0457826,[120],[2],120,1
O=C(c1ccccn1)N(c1ccccc1)c1ccccc1,{'O=C(c1ccccn1)N(c1ccccc1)c1ccccc1'},1,0.0090319,[70],[2],70,1
O=C1C(=Cc2ccccc2[N+](=O)[O-])C=Cc2ccccc21,{'O=C1C(=Cc2ccccc2[N+](=O)[O-])C=Cc2ccccc21'},1,0.2390951,[340],[2],340,1
O=C1C(F)=C(F)C(=NNc2ccccc2)c2ccccc21,{'O=C1C(F)=C(F)C(=NNc2ccccc2)c2ccccc21'},1,0.343146,[320],[2],320,1
O=C1C(c2ccc(C(F)(F)F)cc2)=[N+]([O-])c2ccccc21,{'O=C1C(c2ccc(C(F)(F)F)cc2)=[N+]([O-])c2ccccc21'},1,0.4760472,[300],[2],300,1
O=C1C=CCC(=CCl)C(Cl)C2C1=CC(Br)C1CC2C(=O)O1,{'O=C1C=CCC(=CCl)C(Cl)C2C1=CC(Br)C1CC2C(=O)O1'},1,0.0537125,[90],[2],90,1
O=C1CC2CCC13CC2(CCl)C12C=CC=CC1C(Cl)(Cl)C32,{'O=C1CC2CCC13CC2(CCl)C12C=CC=CC1C(Cl)(Cl)C32'},1,0.0668183,[100],[2],100,1
O=C1CCC(=O)N(c2cccc(N3CCCCC3)c2)C1=O,{'O=C1CCC(=O)N(c2cccc(N3CCCCC3)c2)C1=O'},1,0.0487196,[50],[2],50,1
O=C1CCCC1N(Cc1ccccc1)Cc1ccccc1,{'O=C1CCCC1N(Cc1ccccc1)Cc1ccccc1'},1,0.0177006,[80],[2],80,1
O=C1NC2CCC2(Cc2ccccc2)C1c1ccccc1,{'O=C1NC2CCC2(Cc2ccccc2)C1c1ccccc1'},1,0.0009483,[10],[2],10,1
O=C1Nc2ccccc2C1=C1C(=O)Nc2cc(Br)ccc21,{'O=C1Nc2ccccc2C1=C1C(=O)Nc2cc(Br)ccc21'},1,0.4614226,[310],[2],310,1
O=C1OC(=Cc2ccc(Cl)cc2F)C(=O)c2ccccc21,{'O=C1OC(=Cc2ccc(Cl)cc2F)C(=O)c2ccccc21'},1,0.2583782,[300],[2],300,1
O=C1OC(F)(F)N(c2ccccc2)C1=Cc1ccccc1,{'O=C1OC(F)(F)N(c2ccccc2)C1=Cc1ccccc1'},1,0.1375727,[300],[2],300,1
O=[N+]1c2ccccc2C(=C2C=CC=C2)c2cccn2[B-]1(F)F,{'O=[N+]1c2ccccc2C(=C2C=CC=C2)c2cccn2[B-]1(F)F'},1,0.457653,[240],[2],240,1
O=c1c2ccc(Cl)cc2ncn1-c1cccc2ccccc12,{'O=c1c2ccc(Cl)cc2ncn1-c1cccc2ccccc12'},1,0.0424737,[80],[2],80,1
O=C1C(=Cc2ccc[nH]2)c2ccccc2C1=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],{'O=C1C(=Cc2ccc[nH]2)c2ccccc2C1=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]'},1,0.3990089,[230],[2],230,1
CC(=[S+]CCC(C)=C(C#N)C#N)C(C(=O)c1ccccc1)=[N+]([O-])[O-],{'CC(=[S+]CCC(C)=C(C#N)C#N)C(C(=O)c1ccccc1)=[N+]([O-])[O-]'},1,0.0,[20],[2],20,1
CC1(C)OB(C(F)=C(c2ccccc2)c2ccccc2)OC1(C)C,{'CC1(C)OB(C(F)=C(c2ccccc2)c2ccccc2)OC1(C)C'},1,0.0,[30],[2],30,1
CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CCC1)C2c1ccccc1,{'CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CCC1)C2c1ccccc1'},1,0.064839,[110],[2],110,1
CC1(C)CC(=Cc2ccccc2)C(=O)C(=Cc2ccc(Br)cc2)C1,{'CC1(C)CC(=Cc2ccccc2)C(=O)C(=Cc2ccc(Br)cc2)C1'},1,0.0779917,[10],[2],10,1
CC1(C)C(O)=C(c2ccccc2)C(=O)C2=C1Cc1ccccc1C2,{'CC1(C)C(O)=C(c2ccccc2)C(=O)C2=C1Cc1ccccc1C2'},1,0.0612188,[230],[2],230,1
CC(NC(=O)c1ccc(Br)cc1)C(C)(O)C(=O)c1ccc(Br)cc1,{'CC(NC(=O)c1ccc(Br)cc1)C(C)(O)C(=O)c1ccc(Br)cc1'},1,0.0,[10],[2],10,1
CC(C)(C)c1cc2ccccc2c(C(F)(F)F)c1-c1ccccc1,{'CC(C)(C)c1cc2ccccc2c(C(F)(F)F)c1-c1ccccc1'},1,0.0,[100],[2],100,1
CC(=O)N1c2ccccc2C(=O)N2C3O[N+](=[P-]12=O)c1ccccc13,{'CC(=O)N1c2ccccc2C(=O)N2C3O[N+](=[P-]12=O)c1ccccc13'},1,0.0,[90],[2],90,1
CC12CCC3=Cc4ccc(o4)CCC(CCC1O)C1CCC(=O)C312,{'CC12CCC3=Cc4ccc(o4)CCC(CCC1O)C1CCC(=O)C312'},1,0.0557079,[60],[2],60,1
C=CCn1nnc2c3c(ccc4cc5ccccc5cc43)ccc21,{'C=CCn1nnc2c3c(ccc4cc5ccccc5cc43)ccc21'},1,0.0,[180],[2],180,1
C=CCC12CCCC3N(C1)C(=O)CC3(OC(=O)c1ccccc1)C2,{'C=CCC12CCCC3N(C1)C(=O)CC3(OC(=O)c1ccccc1)C2'},1,0.0,[70],[2],70,1
C=C1C2OC(CCC2=O)CC(C)=CC2OC(CC)OC3C2CC13C,{'C=C1C2OC(CCC2=O)CC(C)=CC2OC(CC)OC3C2CC13C'},1,0.0,[20],[2],20,1
C=C1C(=O)N(C)N(C(=O)c2ccccc2)C1(O)c1ccc(Br)cc1,{'C=C1C(=O)N(C)N(C(=O)c2ccccc2)C1(O)c1ccc(Br)cc1'},1,0.0104958,[110],[2],110,1
C=C(C)C1=CC(=O)C2(C)CCC3Oc4ccccc4OC(=O)C32C1,{'C=C(C)C1=CC(=O)C2(C)CCC3Oc4ccccc4OC(=O)C32C1'},1,0.0,[60],[2],60,1
C1=Cc2ccccc2C1=C1N=C(c2ccccc2)c2ccccc21,{'C1=Cc2ccccc2C1=C1N=C(c2ccccc2)c2ccccc21'},1,0.4357787,[260],[2],260,1
CC12C(=O)Nc3ccccc3C1(C)c1cc3c(cc1C2=O)OCO3,{'CC12C(=O)Nc3ccccc3C1(C)c1cc3c(cc1C2=O)OCO3'},1,0.0431398,[20],[2],20,1
CC1=CC(=O)C2(C)CC=C(Sc3ccccc3)C3OC(=O)OC32C1,{'CC1=CC(=O)C2(C)CC=C(Sc3ccccc3)C3OC(=O)OC32C1'},1,0.0438156,[130],[2],130,1
O=C1OC2C3C4C5OC5C24C24c5c(ccc6ccccc56)C2C134,{'O=C1OC2C3C4C5OC5C24C24c5c(ccc6ccccc56)C2C134'},1,0.0482617,[50],[2],50,1
CCCOC1=CC(=Nc2cc(OC)ccc2OC)C=C(OC)C1=O,{'CCCOC1=CC(=Nc2cc(OC)ccc2OC)C=C(OC)C1=O'},1,0.0,[20],[2],20,1
CN(C)CC12c3ccccc3C(c3ccccc31)c1ccccc12,{'CN(C)CC12c3ccccc3C(c3ccccc31)c1ccccc12'},1,0.0024489,[40],[2],40,1
CCc1ccccc1N1CC(c2ccccc2)=Nc2cccnc21,{'CCc1ccccc1N1CC(c2ccccc2)=Nc2cccnc21'},1,0.0,[10],[2],10,1
CC[N+]1=C(C)c2ccccc2[B-]1(c1ccccc1)c1ccccc1,{'CC[N+]1=C(C)c2ccccc2[B-]1(c1ccccc1)c1ccccc1'},1,0.0,[80],[2],80,1
CCOC(=O)C1=C(C#N)N(C)C(C)=C(C#N)C(c2ccccc2)=N1,{'CCOC(=O)C1=C(C#N)N(C)C(C)=C(C#N)C(c2ccccc2)=N1'},1,0.0,[110],[2],110,1
CCOC(=O)C(C(=[Se])NCc1ccccc1)=[N+]([O-])c1ccccc1,{'CCOC(=O)C(C(=[Se])NCc1ccccc1)=[N+]([O-])c1ccccc1'},1,0.0,[60],[2],60,1
CCN1C(=O)c2nc(-c3ccccc3)n(-c3ccccc3)c2C1=O,{'CCN1C(=O)c2nc(-c3ccccc3)n(-c3ccccc3)c2C1=O'},1,0.0,[100],[2],100,1
CCC1=CC(c2ccccc2)=CC(c2ccccc2)C1C(=O)OC,{'CCC1=CC(c2ccccc2)=CC(c2ccccc2)C1C(=O)OC'},1,0.0,[50],[2],50,1
CC1=CC2(C)C(=O)C=C3C(=CC(=O)c4ccc(C)cc43)C2(C)C1=O,{'CC1=CC2(C)C(=O)C=C3C(=CC(=O)c4ccc(C)cc43)C2(C)C1=O'},1,0.1944801,[330],[2],330,1
CC1=[SH]c2c3ccc([O-])cc3c([O-])n2C1=C[N+]#Cc1ccccc1,{'CC1=[SH]c2c3ccc([O-])cc3c([O-])n2C1=C[N+]#Cc1ccccc1'},1,0.3846543,[70],[2],70,1
CC1=Nc2ccccc2C1=C1c2ccccc2Oc2ccccc21,{'CC1=Nc2ccccc2C1=C1c2ccccc2Oc2ccccc21'},1,0.3660116,[160],[2],160,1
CC1=Nc2ccc(Cl)cc2N(Cc2ccccc2)c2ccccc21,{'CC1=Nc2ccc(Cl)cc2N(Cc2ccccc2)c2ccccc21'},1,0.1547402,[90],[2],90,1
CC1=NC(=C2[N-]C=Cc3ccccc32)[S+]=C1n1c(C)cc(C)c1C,{'CC1=NC(=C2[N-]C=Cc3ccccc32)[S+]=C1n1c(C)cc(C)c1C'},1,0.1626005,[280],[2],280,1
CC1=CN(C)C2=CC=Cc3ccccc3C=[S+][N-]C3OC2(C)CC13,{'CC1=CN(C)C2=CC=Cc3ccccc3C=[S+][N-]C3OC2(C)CC13'},1,0.3291081,[110],[2],110,1
CC1=CC2C(CO1)OC1COC2C1n1nnc(-c2ccccc2)n1,{'CC1=CC2C(CO1)OC1COC2C1n1nnc(-c2ccccc2)n1'},1,0.0054576,[60],[2],60,1
C1=Cc2ccccc2C1=C1C(c2ccccc2)=Cc2ccccc21,{'C1=Cc2ccccc2C1=C1C(c2ccccc2)=Cc2ccccc21'},1,0.3971455,[330],[2],330,1
C1=Cc2ccccc2C(=C2Nc3ccccc3S2)c2ccccc21,{'C1=Cc2ccccc2C(=C2Nc3ccccc3S2)c2ccccc21'},1,0.0807501,[20],[2],20,1
C1=C(c2ccccc2)C2C(c3ccccc3)=CC1c1ccccc12,{'C1=C(c2ccccc2)C2C(c3ccccc3)=CC1c1ccccc12'},1,0.0105902,[50],[2],50,1
O=[N+]([O-])c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,{'O=[N+]([O-])c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1'},1,0.0,[230],[2],230,1
Oc1ccc(N=Cc2ccc(N=Cc3ccccn3)cc2)cc1,{'Oc1ccc(N=Cc2ccc(N=Cc3ccccn3)cc2)cc1'},1,0.1493981,[100],[2],100,1
ON=C1[N-]C2=C(c3ccccc3)N=NC2=C1c1ccc(Cl)cc1,{'ON=C1[N-]C2=C(c3ccccc3)N=NC2=C1c1ccc(Cl)cc1'},1,0.3520815,[270],[2],270,1
O=c1c2ccc(Br)cc2n2n1-c1cc([N+](=O)[O-])ccc1OCC2,{'O=c1c2ccc(Br)cc2n2n1-c1cc([N+](=O)[O-])ccc1OCC2'},1,0.0562335,[150],[2],150,1
O=c1c2cc3c(ccc4ccccc43)oc-2nc2ccccc12,{'O=c1c2cc3c(ccc4ccccc43)oc-2nc2ccccc12'},1,0.2388637,[150],[2],150,1
O=[N+]([O-])c1cccc(NNc2ccccc2)c1-c1ccccc1,{'O=[N+]([O-])c1cccc(NNc2ccccc2)c1-c1ccccc1'},1,0.0805717,[110],[2],110,1
O=[N+]([O-])c1cccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c1,{'O=[N+]([O-])c1cccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)c1'},1,0.0,[230],[2],230,1
O=P1(c2ccccc2)c2ccccc2CN1c1ccc(Br)cc1,{'O=P1(c2ccccc2)c2ccccc2CN1c1ccc(Br)cc1'},1,0.0058585,[60],[2],60,1
C(CCCCc1ccccc1)=C1c2ccccc2-c2ccccc21,{'C(CCCCc1ccccc1)=C1c2ccccc2-c2ccccc21'},1,0.0,[80],[2],80,1
O=COC1CC=C2C=CC(=O)C21C=C1CCOc2ccccc21,{'O=COC1CC=C2C=CC(=O)C21C=C1CCOc2ccccc21'},1,0.1906964,[170],[2],170,1
O=C1c2ccccc2C(=Cc2ccccc2O)c2ccccc21,{'O=C1c2ccccc2C(=Cc2ccccc2O)c2ccccc21'},1,0.1669854,[210],[2],210,1
O=C1c2ccccc2-c2[nH]c3c(c21)S(=O)(=O)c1ccccc1C3,{'O=C1c2ccccc2-c2[nH]c3c(c21)S(=O)(=O)c1ccccc1C3'},1,0.1754356,[120],[2],120,1
O=C1c2ccc(-c3ccccc3)cc2-n2c1cc1ccccc12,{'O=C1c2ccc(-c3ccccc3)cc2-n2c1cc1ccccc12'},1,0.2024511,[110],[2],110,1
O=C1c2cc(Cl)cc(Cl)c2C(c2ccccc2)N2C(=O)CCN12,{'O=C1c2cc(Cl)cc(Cl)c2C(c2ccccc2)N2C(=O)CCN12'},1,0.0081466,[140],[2],140,1
O=C1c2c(ccc3ccccc23)C2=[N+]1[B-](F)(F)c1ccccc12,{'O=C1c2c(ccc3ccccc23)C2=[N+]1[B-](F)(F)c1ccccc12'},1,0.4939829,[320],[2],320,1
Oc1ccc(N=Nc2ccccc2)cc1N=Nc1ccccc1,{'Oc1ccc(N=Nc2ccccc2)cc1N=Nc1ccccc1'},1,0.2648462,[100],[2],100,1
S=c1oc2nc(Nc3ccccc3)nc(-c3ccccc3)c2o1,{'S=c1oc2nc(Nc3ccccc3)nc(-c3ccccc3)c2o1'},1,0.1099716,[100],[2],100,1
[N-2][N+]#[N+]CC1CN2CC(=O)CC2N1C(=O)OCc1ccccc1,{'[N-2][N+]#[N+]CC1CN2CC(=O)CC2N1C(=O)OCc1ccccc1'},1,0.0103329,[30],[2],30,1
[O-][N+]1=C(c2ccccc2)c2ccccc2C1(Cl)c1ccccc1,{'[O-][N+]1=C(c2ccccc2)c2ccccc2C1(Cl)c1ccccc1'},1,0.5247641,[320],[2],320,1
[O-]c1ccc(C=CC(=C2C=CC=[S+]2)c2ccccc2)c(F)c1F,{'[O-]c1ccc(C=CC(=C2C=CC=[S+]2)c2ccccc2)c(F)c1F'},1,0.0,[110],[2],110,1
[S+]#[P-]1(c2ccccc2)Oc2cccc3cc4ccccc4c1c23,{'[S+]#[P-]1(c2ccccc2)Oc2cccc3cc4ccccc4c1c23'},1,0.5108426,[390],[2],390,1
[S-]C(Nc1ccccn1)=[S+]CC(=Nc1[n-]cc[s+]1)c1cccs1,{'[S-]C(Nc1ccccn1)=[S+]CC(=Nc1[n-]cc[s+]1)c1cccs1'},1,0.0,[100],[2],100,1
c1ccc(-c2cc(N3CCOCC3)n(-c3ccccc3)n2)cc1,{'c1ccc(-c2cc(N3CCOCC3)n(-c3ccccc3)n2)cc1'},1,0.0127123,[100],[2],100,1
c1ccc(-c2nc3nc4ccccc4n3c3ccccc23)cc1,{'c1ccc(-c2nc3nc4ccccc4n3c3ccccc23)cc1'},1,0.202349,[230],[2],230,1
c1ccc(-c2nnc3n2C24N=S(=NC32c2ccccc2)=N4)cc1,{'c1ccc(-c2nnc3n2C24N=S(=NC32c2ccccc2)=N4)cc1'},1,0.0632686,[60],[2],60,1
c1ccc(-n2c3ccccc3c3c4ccccc4ccc32)cc1,{'c1ccc(-n2c3ccccc3c3c4ccccc4ccc32)cc1'},1,0.0662532,[170],[2],170,1
c1ccc2c(-c3csc4ccccc34)c3ccccc3cc2c1,{'c1ccc2c(-c3csc4ccccc34)c3ccccc3cc2c1'},1,0.472336,[360],[2],360,1
BrCC1=Cc2ccc3c(Br)ccc4c3c2-c2c(Br)cccc2C14Br,{'BrCC1=Cc2ccc3c(Br)ccc4c3c2-c2c(Br)cccc2C14Br'},1,0.3319358,[90],[2],90,1
Brc1cccc(C=c2ccc(-c3ncccc3Br)c3c2=[S+]C=C3)c1,{'Brc1cccc(C=c2ccc(-c3ncccc3Br)c3c2=[S+]C=C3)c1'},1,0.2001275,[340],[2],340,1
C(=C1CSC(c2ccccc2)=C1c1ccccc1)c1ccncc1,{'C(=C1CSC(c2ccccc2)=C1c1ccccc1)c1ccncc1'},1,0.3135477,[160],[2],160,1
C(=C1c2ccccc2N2[O+]=NC12c1ccccc1)c1ccccc1,{'C(=C1c2ccccc2N2[O+]=NC12c1ccccc1)c1ccccc1'},1,0.1496024,[150],[2],150,1
C(=Nc1cc(-c2ccccc2)cc2ccccc12)c1ccccc1,{'C(=Nc1cc(-c2ccccc2)cc2ccccc12)c1ccccc1'},1,0.2153921,[110],[2],110,1
CN(C)Cc1ccccc1C=C1C(=O)c2ccccc2N(C)C1=O,{'CN(C)Cc1ccccc1C=C1C(=O)c2ccccc2N(C)C1=O'},1,0.1617532,[380],[2],380,1
CN(C)c1ccc(C2=C3C=C(Cl)C=C3[B-](F)(F)n3cccc32)cc1,{'CN(C)c1ccc(C2=C3C=C(Cl)C=C3[B-](F)(F)n3cccc32)cc1'},1,0.5414778,[330],[2],330,1
CN1C(=O)N=C(c2ccccc2)C1=C1C(=O)C=Cc2ccccc21,{'CN1C(=O)N=C(c2ccccc2)C1=C1C(=O)C=Cc2ccccc21'},1,0.4442047,[360],[2],360,1
Clc1ccc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)cc1,{'Clc1ccc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)cc1'},1,0.3536636,[130],[2],130,1
FC12[N-]C3=C4C(Cl)=C(Cl)C5=C(Cl)C(=C(Cl)Cl)C(N3C1=[N+]=C5Cl)C42F,{'FC12[N-]C3=C4C(Cl)=C(Cl)C5=C(Cl)C(=C(Cl)Cl)C(N3C1=[N+]=C5Cl)C42F'},1,0.1829739,[210],[2],210,1
Cn1c2c(-c3ccccc3)n([B-](F)(F)F)c([B-](F)(F)F)c2c[n+]1C,{'Cn1c2c(-c3ccccc3)n([B-](F)(F)F)c([B-](F)(F)F)c2c[n+]1C'},1,0.1378334,[270],[2],270,1
Cn1c(-c2ccccc2)nc2c1=C(Br)C(=O)C=2c1ccccc1Br,{'Cn1c(-c2ccccc2)nc2c1=C(Br)C(=O)C=2c1ccccc1Br'},1,0.211671,[340],[2],340,1
Clc1cccc(N=Nc2ccc(N=Nc3ccccc3)cc2Cl)c1,{'Clc1cccc(N=Nc2ccc(N=Nc3ccccc3)cc2Cl)c1'},1,0.2322252,[90],[2],90,1
Clc1cccc(Cl)c1N=C1C=C(c2ccccc2)c2ccccc21,{'Clc1cccc(Cl)c1N=C1C=C(c2ccccc2)c2ccccc21'},1,0.3063561,[250],[2],250,1
Clc1ccc2ccc3oc(=NCc4ccccc4Cl)ccc3c2c1,{'Clc1ccc2ccc3oc(=NCc4ccccc4Cl)ccc3c2c1'},1,0.2144574,[120],[2],120,1
ClC1(Cl)C(c2ccccc2)=c2ccc(Br)cc2=C1c1ccccc1,{'ClC1(Cl)C(c2ccccc2)=c2ccc(Br)cc2=C1c1ccccc1'},1,0.5956029,[330],[2],330,1
Cc1ccc(S2(=O)=Nc3ccccc3C=C2c2ccccc2)cc1,{'Cc1ccc(S2(=O)=Nc3ccccc3C=C2c2ccccc2)cc1'},1,0.1327943,[150],[2],150,1
ClB1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1,{'ClB1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1'},1,0.0103553,[200],[2],200,1
Cc1oc(=O)c2c([O-])c(-c3ccccc3)oc2[n+]1-c1ccccc1,{'Cc1oc(=O)c2c([O-])c(-c3ccccc3)oc2[n+]1-c1ccccc1'},1,0.2091812,[140],[2],140,1
Cc1nn(-c2ccccc2[N+](=O)[O-])nc1-c1ccc(C(=O)O)nc1,{'Cc1nn(-c2ccccc2[N+](=O)[O-])nc1-c1ccc(C(=O)O)nc1'},1,0.0325996,[10],[2],10,1
Cc1co[n+](=O)c(NC(c2cccc(O)c2)c2cccc(F)c2)c1,{'Cc1co[n+](=O)c(NC(c2cccc(O)c2)c2cccc(F)c2)c1'},1,0.0415281,[30],[2],30,1
Cc1ccncc1C1=NNC(=NN)C(=O)C1=NNc1ccccc1,{'Cc1ccncc1C1=NNC(=NN)C(=O)C1=NNc1ccccc1'},1,0.4694929,[150],[2],150,1
Cc1ccccc1C1=Nc2ccc(Br)cc2C1=Nc1ccccc1,{'Cc1ccccc1C1=Nc2ccc(Br)cc2C1=Nc1ccccc1'},1,0.287391,[390],[2],390,1
FC1=C(Br)c2ccccc2C1=C(c1ccccc1)c1ccccc1,{'FC1=C(Br)c2ccccc2C1=C(c1ccccc1)c1ccccc1'},1,0.3974749,[220],[2],220,1
FC1=C(c2ccccc2)c2ccccc2C1=Cc1ccc(F)cc1,{'FC1=C(c2ccccc2)c2ccccc2C1=Cc1ccc(F)cc1'},1,0.4102893,[310],[2],310,1
FC1=Cc2ccccc2C1=C1c2ccccc2Nc2ccccc21,{'FC1=Cc2ccccc2C1=C1c2ccccc2Nc2ccccc21'},1,0.3508269,[320],[2],320,1
FC1=[N+]2C(=C(c3cccnc3)c3ccc(Br)n3[B-]2(F)F)C(Br)=C1Cl,{'FC1=[N+]2C(=C(c3cccnc3)c3ccc(Br)n3[B-]2(F)F)C(Br)=C1Cl'},1,0.59952,[280],[2],280,1
FC1=c2ccccc2=C2C1=C(c1cccs1)c1cccn1[B-]2(F)F,{'FC1=c2ccccc2=C2C1=C(c1cccs1)c1cccn1[B-]2(F)F'},1,0.5531948,[260],[2],260,1
F[B-]1(F)C(Cl)=C2C(=C(c3ccc[nH]3)c3cccn31)c1ccccc12,{'F[B-]1(F)C(Cl)=C2C(=C(c3ccc[nH]3)c3cccn31)c1ccccc12'},1,0.5583441,[380],[2],380,1
F[B-]1(F)C(c2ccccc2)=CC=C(c2cccnc2)c2cccn21,{'F[B-]1(F)C(c2ccccc2)=CC=C(c2cccnc2)c2cccn21'},1,0.5061713,[190],[2],190,1
F[B-]1(F)C2=C(Br)C(Cl)=[S+]C2=C(c2ccc[nH]2)c2c(Cl)c(Br)c(Cl)n21,{'F[B-]1(F)C2=C(Br)C(Cl)=[S+]C2=C(c2ccc[nH]2)c2c(Cl)c(Br)c(Cl)n21'},1,0.531101,[350],[2],350,1
F[B-]1(F)C2=C(Cl)C(Cl)=CC2=C(c2ccc(Cl)cc2)c2cc(Cl)cn21,{'F[B-]1(F)C2=C(Cl)C(Cl)=CC2=C(c2ccc(Cl)cc2)c2cc(Cl)cn21'},1,0.5146541,[390],[2],390,1
F[B-]1(F)C2=C(c3ccccc3Cl)C(=[N+]1c1ccc(Cl)cc1)C(Br)=C2,{'F[B-]1(F)C2=C(c3ccccc3Cl)C(=[N+]1c1ccc(Cl)cc1)C(Br)=C2'},1,0.3783063,[220],[2],220,1
